GRID_ID,P_Val,P_M,P_W,P_20_VAL,P_20_M,P_20_W,P_30_VAL,P_30_M,P_30_W,P_40_VAL,P_40_M,P_40_W,P_50_VAL,P_50_M,P_50_W,P_60_VAL,P_60_M,P_60_W,D_CSV,D_COFFEE,D_KFOOD,D_PHARM,D_SALON,SIDO_CD,SIDO_NM
다사407482,494,234,260,56,27,29,67,27,40,78,37,41,91,39,52,65,32,33,1,1,0,0,1,11,서울특별시
다사407483,24,13,11,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,11,서울특별시
다사407484,153,83,70,16,7,9,16,9,7,29,16,13,42,24,18,35,21,14,0,0,0,0,0,11,서울특별시
다사407485,117,63,54,17,11,6,9,0,8,20,10,10,27,17,10,18,13,0,0,0,1,0,0,11,서울특별시
다사407486,238,121,117,23,17,6,60,35,25,30,19,11,40,16,24,34,15,19,2,0,5,0,0,11,서울특별시
다사407487,111,54,57,13,7,6,12,7,0,22,11,11,19,8,11,19,8,11,0,0,2,0,1,11,서울특별시
다사407488,323,147,176,64,25,39,64,30,34,38,18,20,48,26,22,60,27,33,0,0,1,0,0,11,서울특별시
다사407489,487,248,239,62,28,34,81,47,34,44,24,20,83,38,45,95,52,43,0,0,0,0,2,11,서울특별시
다사407490,299,150,149,35,12,23,28,14,14,37,18,19,58,30,28,58,27,31,0,1,3,0,4,11,서울특별시
다사407491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사407492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사407493,51,20,31,8,0,6,0,0,0,6,0,0,12,6,6,8,0,0,1,1,0,0,0,11,서울특별시
다사407494,28,16,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사407495,204,104,100,24,10,14,28,14,14,31,17,14,36,17,19,19,10,9,0,0,0,0,0,11,서울특별시
다사407496,416,205,211,63,29,34,26,14,12,74,31,43,90,47,43,55,29,26,0,0,0,0,0,11,서울특별시
다사407497,110,56,54,9,0,0,16,11,0,14,9,0,18,10,8,24,8,16,0,0,0,0,0,11,서울특별시
다사407498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사407499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사407500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408458,120,69,51,13,11,0,12,7,0,25,10,15,19,10,9,23,13,10,0,0,0,0,0,11,서울특별시
다사408459,341,158,183,46,22,24,31,16,15,37,15,22,66,33,33,41,23,18,1,0,0,0,2,11,서울특별시
다사408460,422,212,210,62,37,25,38,15,23,61,31,30,89,40,49,55,29,26,0,0,0,0,0,11,서울특별시
다사408461,359,178,181,55,30,25,17,10,7,51,21,30,81,35,46,43,23,20,0,0,0,0,0,11,서울특별시
다사408462,549,247,302,70,43,27,30,12,18,88,43,45,94,38,56,63,26,37,0,0,0,0,0,11,서울특별시
다사408463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408464,333,166,167,35,20,15,23,14,9,48,23,25,62,31,31,46,18,28,1,0,0,0,0,11,서울특별시
다사408465,160,73,87,28,10,18,6,0,0,32,15,17,32,15,17,14,8,6,0,0,0,0,0,11,서울특별시
다사408466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408470,319,157,162,27,12,15,46,29,17,39,18,21,64,35,29,63,24,39,0,0,0,0,0,11,서울특별시
다사408471,327,167,160,38,22,16,40,25,15,34,17,17,55,24,31,75,38,37,0,0,0,0,0,11,서울특별시
다사408472,165,79,86,17,10,7,22,12,10,19,13,6,27,15,12,35,15,20,0,0,0,0,2,11,서울특별시
다사408473,331,150,181,44,25,19,53,23,30,47,22,25,48,21,27,58,18,40,0,0,0,0,0,11,서울특별시
다사408474,149,71,78,16,9,7,28,13,15,22,14,8,25,12,13,20,0,15,0,0,0,0,0,11,서울특별시
다사408475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408480,213,109,104,28,17,11,19,12,7,34,18,16,49,21,28,30,11,19,0,0,0,0,0,11,서울특별시
다사408481,314,140,174,33,16,17,29,15,14,46,23,23,69,31,38,42,16,26,1,0,0,0,2,11,서울특별시
다사408482,229,110,119,36,16,20,42,15,27,22,16,6,42,20,22,41,23,18,1,2,1,0,1,11,서울특별시
다사408483,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408484,192,94,98,31,15,16,37,18,19,20,10,10,34,17,17,31,15,16,0,0,1,0,0,11,서울특별시
다사408485,353,183,170,58,33,25,51,32,19,43,24,19,59,23,36,59,29,30,0,0,0,0,0,11,서울특별시
다사408486,429,218,211,59,34,25,47,23,24,56,29,27,83,44,39,93,47,46,0,0,0,0,0,11,서울특별시
다사408487,193,92,101,30,13,17,37,19,18,33,18,15,18,12,6,37,16,21,0,0,1,0,0,11,서울특별시
다사408488,461,233,228,44,22,22,50,31,19,71,40,31,75,39,36,111,54,57,0,0,0,0,1,11,서울특별시
다사408489,460,232,228,64,39,25,77,43,34,60,37,23,82,34,48,73,35,38,0,0,0,0,0,11,서울특별시
다사408490,380,194,186,47,31,16,46,20,26,51,25,26,71,38,33,68,33,35,1,0,2,0,0,11,서울특별시
다사408491,50,22,28,7,0,0,0,0,0,8,0,6,0,0,0,15,6,9,0,1,0,0,0,11,서울특별시
다사408492,103,57,46,7,0,0,30,17,13,11,6,0,15,0,10,17,8,9,0,0,0,0,0,11,서울특별시
다사408493,430,211,219,54,27,27,45,21,24,68,31,37,69,39,30,65,32,33,0,0,1,0,1,11,서울특별시
다사408494,90,40,50,14,6,8,8,0,0,9,0,6,11,0,7,20,10,10,1,0,0,0,0,11,서울특별시
다사408495,626,301,325,78,38,40,48,25,23,97,48,49,105,52,53,106,50,56,0,0,0,0,0,11,서울특별시
다사408496,457,203,254,59,24,35,39,12,27,60,24,36,73,36,37,78,33,45,0,0,0,0,0,11,서울특별시
다사408497,337,156,181,32,18,14,57,26,31,36,15,21,42,16,26,66,36,30,0,0,0,0,0,11,서울특별시
다사408498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사408499,380,179,201,40,19,21,43,18,25,50,20,30,50,21,29,77,34,43,0,0,0,0,0,11,서울특별시
다사409452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409459,476,223,253,80,39,41,25,13,12,58,24,34,114,56,58,44,23,21,0,0,0,0,0,11,서울특별시
다사409460,773,355,418,114,58,56,42,19,23,110,47,63,146,65,81,124,53,71,0,0,0,0,0,11,서울특별시
다사409461,355,154,201,53,25,28,22,14,8,45,20,25,64,23,41,53,18,35,0,0,0,0,0,11,서울특별시
다사409462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409465,308,152,156,34,23,11,20,7,13,56,23,33,57,30,27,42,15,27,0,0,0,0,0,11,서울특별시
다사409466,483,236,247,50,28,22,68,30,38,89,46,43,73,31,42,83,36,47,0,0,0,0,0,11,서울특별시
다사409467,524,250,274,42,22,20,102,53,49,83,44,39,84,37,47,76,35,41,0,0,0,0,0,11,서울특별시
다사409468,151,74,77,16,10,6,19,9,10,31,18,13,23,12,11,21,7,14,0,0,0,0,0,11,서울특별시
다사409469,188,95,93,20,9,11,24,18,6,16,0,11,41,20,21,41,20,21,0,0,1,0,1,11,서울특별시
다사409470,454,225,229,42,23,19,55,33,22,43,21,22,91,45,46,108,53,55,1,0,0,0,1,11,서울특별시
다사409471,463,226,237,63,43,20,32,17,15,63,33,30,83,42,41,95,41,54,0,0,1,0,4,11,서울특별시
다사409472,374,165,209,45,27,18,43,22,21,35,17,18,70,34,36,69,28,41,1,0,0,0,0,11,서울특별시
다사409473,287,128,159,41,20,21,20,7,13,48,22,26,37,23,14,58,20,38,0,1,2,0,5,11,서울특별시
다사409474,255,133,122,36,19,17,33,17,16,37,20,17,31,19,12,48,25,23,0,0,0,0,0,11,서울특별시
다사409475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사409479,117,61,56,13,6,7,14,9,0,15,9,6,18,7,11,30,14,16,0,3,0,0,0,11,서울특별시
다사409480,317,178,139,34,20,14,51,29,22,47,30,17,55,28,27,55,27,28,0,2,2,0,0,11,서울특별시
다사409481,40,25,15,0,0,0,8,0,0,0,0,0,7,0,0,13,10,0,0,0,0,0,0,11,서울특별시
다사409482,205,93,112,56,16,40,51,27,24,30,14,16,24,12,12,13,6,7,1,2,0,0,2,11,서울특별시
다사409483,439,224,215,48,22,26,51,25,26,68,43,25,96,51,45,88,44,44,1,0,0,0,0,11,서울특별시
다사409484,522,279,243,50,23,27,82,39,43,59,36,23,96,60,36,95,48,47,0,0,0,0,0,11,서울특별시
다사409485,313,162,151,31,14,17,50,32,18,32,18,14,60,31,29,66,35,31,1,1,1,0,3,11,서울특별시
다사409486,409,215,194,51,24,27,49,27,22,47,29,18,76,41,35,83,45,38,2,0,0,0,1,11,서울특별시
다사409487,231,113,118,22,9,13,18,12,6,31,14,17,48,27,21,57,27,30,0,0,0,0,0,11,서울특별시
다사409488,426,205,221,61,30,31,51,28,23,42,21,21,82,36,46,94,44,50,0,0,1,0,1,11,서울특별시
다사409489,274,123,151,47,19,28,46,23,23,38,18,20,41,16,25,41,21,20,0,0,0,0,0,11,서울특별시
다사409490,467,250,217,69,41,28,69,43,26,62,29,33,78,40,38,80,42,38,0,0,0,0,0,11,서울특별시
다사409491,256,125,131,27,14,13,31,16,15,47,24,23,29,17,12,45,16,29,0,0,0,0,0,11,서울특별시
다사409492,268,143,125,38,18,20,40,26,14,46,25,21,53,25,28,34,20,14,0,0,0,0,1,11,서울특별시
다사409493,282,146,136,38,21,17,53,30,23,39,21,18,48,24,24,35,16,19,1,0,0,0,1,11,서울특별시
다사410451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410458,87,41,46,14,0,9,10,6,0,9,0,6,15,8,7,23,12,11,0,0,0,0,0,11,서울특별시
다사410459,388,182,206,46,21,25,27,15,12,64,27,37,70,36,34,60,24,36,0,0,0,0,1,11,서울특별시
다사410460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,서울특별시
다사410461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,11,서울특별시
다사410462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410465,236,119,117,20,12,8,32,17,15,37,18,19,39,16,23,33,15,18,0,0,0,0,0,11,서울특별시
다사410466,260,128,132,30,12,18,34,18,16,39,19,20,42,24,18,39,18,21,0,0,0,0,0,11,서울특별시
다사410467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사410468,487,244,243,51,27,24,59,28,31,96,50,46,83,38,45,82,37,45,0,0,0,0,0,11,서울특별시
다사410469,26,14,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,11,서울특별시
다사410470,284,133,151,34,11,23,41,24,17,30,18,12,50,26,24,54,23,31,0,0,0,0,1,11,서울특별시
다사410471,267,136,131,44,23,21,27,18,9,37,23,14,48,26,22,47,17,30,0,2,2,0,3,11,서울특별시
다사410472,111,54,57,14,0,10,19,8,11,7,6,0,18,9,9,29,12,17,0,2,5,0,4,11,서울특별시
다사410473,353,163,190,29,11,18,42,19,23,36,20,16,71,36,35,69,28,41,0,0,1,0,2,11,서울특별시
다사410474,260,120,140,32,15,17,31,19,12,28,12,16,51,21,30,49,23,26,0,0,0,0,0,11,서울특별시
다사410475,78,42,36,7,0,0,8,7,0,18,9,9,12,0,7,17,8,9,0,0,0,0,0,11,서울특별시
다사410476,320,146,174,50,21,29,50,23,27,68,26,42,45,21,24,42,21,21,0,0,0,0,1,11,서울특별시
다사410477,162,75,87,15,10,0,20,11,9,19,7,12,30,18,12,37,15,22,0,0,0,0,0,11,서울특별시
다사410478,32,19,13,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,11,서울특별시
다사410479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,11,서울특별시
다사410480,98,48,50,17,8,9,12,9,0,0,0,0,14,7,7,27,12,15,0,0,3,0,2,11,서울특별시
다사410481,220,116,104,32,12,20,43,26,17,26,15,11,29,14,15,41,21,20,0,0,0,0,0,11,서울특별시
다사410482,520,275,245,71,42,29,53,28,25,76,39,37,92,47,45,99,52,47,0,1,3,0,1,11,서울특별시
다사410483,440,210,230,49,24,25,44,20,24,67,33,34,71,33,38,91,47,44,0,1,1,0,3,11,서울특별시
다사410484,400,203,197,61,30,31,52,28,24,64,35,29,56,27,29,75,34,41,1,0,0,0,1,11,서울특별시
다사410485,357,190,167,41,22,19,44,26,18,43,27,16,59,30,29,77,45,32,0,1,1,0,2,11,서울특별시
다사410486,473,245,228,61,32,29,65,37,28,55,31,24,92,43,49,90,48,42,1,0,0,0,0,11,서울특별시
다사410487,289,147,142,39,21,18,37,16,21,33,19,14,42,20,22,67,38,29,0,0,0,0,0,11,서울특별시
다사410488,381,203,178,44,21,23,43,27,16,57,26,31,65,40,25,73,37,36,1,0,1,0,1,11,서울특별시
다사410489,493,231,262,57,33,24,51,24,27,78,36,42,88,39,49,94,46,48,0,0,1,0,1,11,서울특별시
다사410490,357,175,182,52,29,23,68,33,35,37,20,17,59,28,31,62,32,30,2,1,4,0,3,11,서울특별시
다사410491,112,50,62,11,0,6,15,9,6,16,8,8,17,8,9,20,8,12,0,1,3,0,2,11,서울특별시
다사410492,380,174,206,75,33,42,46,23,23,45,25,20,66,27,39,67,31,36,0,0,0,0,0,11,서울특별시
다사410493,312,147,165,48,22,26,42,23,19,32,10,22,68,32,36,52,27,25,1,0,1,0,1,11,서울특별시
다사411450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411453,215,108,107,25,13,12,25,10,15,38,19,19,34,20,14,37,16,21,0,0,0,0,0,11,서울특별시
다사411454,302,145,157,32,17,15,21,11,10,53,25,28,49,20,29,49,21,28,1,0,1,0,0,11,서울특별시
다사411455,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411459,271,135,136,32,14,18,9,0,0,55,25,30,50,27,23,26,13,13,0,0,0,0,0,11,서울특별시
다사411460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411461,725,332,393,61,16,45,360,172,188,89,47,42,8,0,0,43,19,24,0,0,0,0,0,11,서울특별시
다사411462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411465,264,137,127,30,17,13,31,18,13,42,22,20,46,22,24,37,19,18,0,0,0,0,0,11,서울특별시
다사411466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411468,526,257,269,53,32,21,88,43,45,84,46,38,78,36,42,76,35,41,0,0,0,0,0,11,서울특별시
다사411469,32,16,16,0,0,0,8,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,11,서울특별시
다사411470,246,113,133,24,14,10,35,19,16,37,19,18,41,13,28,42,18,24,1,0,3,0,1,11,서울특별시
다사411471,214,111,103,31,19,12,25,16,9,20,10,10,39,19,20,40,18,22,0,2,2,0,1,11,서울특별시
다사411472,321,169,152,44,25,19,37,21,16,36,20,16,58,32,26,49,20,29,1,3,1,0,1,11,서울특별시
다사411473,434,211,223,58,37,21,55,29,26,42,21,21,78,32,46,88,47,41,0,0,0,0,1,11,서울특별시
다사411474,343,161,182,56,26,30,39,20,19,41,24,17,67,31,36,55,27,28,0,0,0,0,0,11,서울특별시
다사411475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사411476,410,196,214,44,18,26,51,22,29,65,34,31,75,35,40,71,34,37,0,0,0,0,0,11,서울특별시
다사411477,364,174,190,38,16,22,62,34,28,52,22,30,65,36,29,64,27,37,0,0,0,0,0,11,서울특별시
다사411478,568,290,278,66,36,30,76,36,40,80,48,32,95,45,50,120,61,59,0,0,0,0,0,11,서울특별시
다사411479,412,222,190,26,11,15,66,35,31,68,41,27,69,40,29,81,50,31,0,0,0,0,0,11,서울특별시
다사411480,353,187,166,32,15,17,39,17,22,46,30,16,65,41,24,83,45,38,1,0,5,0,3,11,서울특별시
다사411481,505,247,258,55,26,29,76,40,36,62,32,30,89,43,46,117,52,65,0,0,2,0,2,11,서울특별시
다사411482,276,134,142,25,15,10,23,9,14,35,18,17,60,37,23,57,25,32,0,0,2,0,3,11,서울특별시
다사411483,467,241,226,57,27,30,47,23,24,61,27,34,86,44,42,84,45,39,0,0,0,0,1,11,서울특별시
다사411484,461,247,214,40,27,13,64,33,31,41,22,19,97,52,45,93,53,40,0,0,0,0,0,11,서울특별시
다사411485,501,268,233,50,23,27,75,46,29,76,44,32,77,37,40,94,51,43,0,0,3,0,1,11,서울특별시
다사411486,350,185,165,47,25,22,70,43,27,30,19,11,48,20,28,69,37,32,0,0,1,0,1,11,서울특별시
다사411487,218,111,107,24,10,14,26,13,13,38,22,16,38,23,15,36,17,19,0,1,0,0,0,11,서울특별시
다사411488,145,74,71,23,9,14,36,21,15,17,10,7,25,10,15,21,11,10,0,0,1,0,0,11,서울특별시
다사411489,359,185,174,51,25,26,71,37,34,54,30,24,50,27,23,53,24,29,1,0,2,0,1,11,서울특별시
다사411490,348,164,184,33,13,20,46,19,27,59,31,28,59,31,28,65,35,30,1,0,0,0,0,11,서울특별시
다사411491,27,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,11,서울특별시
다사411492,246,111,135,45,21,24,42,21,21,34,20,14,36,15,21,42,13,29,2,3,5,0,6,11,서울특별시
다사411493,544,261,283,62,29,33,124,64,60,92,49,43,85,36,49,65,26,39,0,0,2,0,3,11,서울특별시
다사412450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412453,407,193,214,50,31,19,33,10,23,87,49,38,71,29,42,53,20,33,0,0,0,0,0,11,서울특별시
다사412454,210,92,118,14,7,7,23,10,13,32,17,15,24,10,14,38,9,29,0,0,0,0,0,11,서울특별시
다사412455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412461,338,151,187,26,11,15,80,36,44,63,31,32,42,17,25,36,19,17,0,0,0,0,0,11,서울특별시
다사412462,631,313,318,66,38,28,117,61,56,113,60,53,99,49,50,64,33,31,0,0,0,0,0,11,서울특별시
다사412463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412465,78,38,40,11,7,0,12,7,0,7,0,0,13,8,0,16,8,8,0,0,0,0,0,11,서울특별시
다사412466,276,124,152,18,9,9,51,24,27,36,17,19,35,22,13,42,17,25,0,0,0,0,0,11,서울특별시
다사412467,544,258,286,57,30,27,76,37,39,90,44,46,104,46,58,80,41,39,0,1,0,0,0,11,서울특별시
다사412468,283,144,139,37,24,13,42,27,15,35,16,19,45,22,23,52,26,26,0,0,0,0,0,11,서울특별시
다사412469,61,25,36,13,0,11,7,0,6,6,0,0,14,6,8,10,7,0,0,0,0,0,1,11,서울특별시
다사412470,457,230,227,49,21,28,63,39,24,56,32,24,67,34,33,86,45,41,0,0,1,0,1,11,서울특별시
다사412471,370,194,176,46,24,22,46,26,20,53,34,19,58,30,28,70,35,35,1,0,0,0,4,11,서울특별시
다사412472,430,211,219,40,19,21,49,27,22,46,27,19,75,44,31,109,51,58,0,0,0,0,1,11,서울특별시
다사412473,416,200,216,50,23,27,49,22,27,38,25,13,91,40,51,83,46,37,0,0,0,0,0,11,서울특별시
다사412474,22,9,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사412477,388,202,186,41,20,21,52,26,26,62,41,21,67,27,40,75,37,38,0,0,0,0,3,11,서울특별시
다사412478,578,297,281,74,42,32,78,45,33,81,43,38,111,53,58,109,54,55,1,0,0,0,0,11,서울특별시
다사412479,371,184,187,48,23,25,46,21,25,58,31,27,79,40,39,60,31,29,0,0,0,0,0,11,서울특별시
다사412480,315,155,160,36,18,18,59,28,31,45,22,23,44,24,20,52,27,25,0,0,3,0,2,11,서울특별시
다사412481,622,302,320,72,37,35,72,38,34,93,49,44,115,55,60,124,51,73,0,0,2,0,1,11,서울특별시
다사412482,655,351,304,67,43,24,56,34,22,106,59,47,112,62,50,120,57,63,0,1,0,0,2,11,서울특별시
다사412483,423,221,202,40,19,21,52,35,17,63,32,31,68,39,29,95,50,45,0,0,0,0,0,11,서울특별시
다사412484,316,158,158,45,24,21,35,18,17,47,27,20,46,23,23,75,35,40,0,0,2,0,1,11,서울특별시
다사412485,229,109,120,23,7,16,20,10,10,37,20,17,38,23,15,48,22,26,1,0,4,0,5,11,서울특별시
다사412486,298,162,136,36,17,19,34,17,17,38,24,14,60,36,24,58,31,27,0,0,1,0,2,11,서울특별시
다사412487,367,183,184,50,23,27,64,33,31,66,32,34,50,30,20,47,24,23,0,1,7,0,0,11,서울특별시
다사412488,239,114,125,37,15,22,72,42,30,39,20,19,37,16,21,22,7,15,0,0,3,0,0,11,서울특별시
