GRID_ID,P_Val,P_M,P_W,P_20_VAL,P_20_M,P_20_W,P_30_VAL,P_30_M,P_30_W,P_40_VAL,P_40_M,P_40_W,P_50_VAL,P_50_M,P_50_W,P_60_VAL,P_60_M,P_60_W,D_CSV,D_COFFEE,D_KFOOD,D_PHARM,D_SALON,SIDO_CD,SIDO_NM
다사412489,556,286,270,58,35,23,82,45,37,94,47,47,93,47,46,91,42,49,0,0,1,0,0,11,서울특별시
다사412490,606,294,312,74,31,43,92,46,46,120,65,55,79,33,46,93,44,49,0,0,3,0,1,11,서울특별시
다사413450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413453,173,74,99,17,11,6,26,13,13,19,9,10,19,7,12,43,10,33,0,0,0,0,0,11,서울특별시
다사413454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413459,210,100,110,24,13,11,38,19,19,33,19,14,43,19,24,15,0,10,0,0,1,0,0,11,서울특별시
다사413460,873,419,454,110,59,51,73,35,38,113,53,60,180,96,84,153,61,92,0,0,0,0,0,11,서울특별시
다사413461,608,297,311,40,19,21,49,27,22,70,37,33,115,60,55,143,64,79,1,0,0,0,1,11,서울특별시
다사413462,280,132,148,33,16,17,38,19,19,45,19,26,55,23,32,33,16,17,0,1,1,0,0,11,서울특별시
다사413463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413464,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413465,374,168,206,58,21,37,36,19,17,55,30,25,69,30,39,55,31,24,1,1,0,0,1,11,서울특별시
다사413466,901,424,477,95,44,51,169,85,84,121,62,59,156,76,80,147,69,78,0,0,0,0,1,11,서울특별시
다사413467,326,149,177,34,15,19,58,28,30,42,25,17,55,22,33,59,22,37,0,2,0,0,1,11,서울특별시
다사413468,165,77,88,19,10,9,10,6,0,19,9,10,27,14,13,32,17,15,2,1,1,0,6,11,서울특별시
다사413469,66,28,38,7,0,0,10,0,6,9,0,6,11,0,7,16,8,8,0,0,0,0,0,11,서울특별시
다사413470,26,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413471,115,65,50,10,0,0,20,12,8,17,11,6,22,13,9,18,8,10,0,0,0,0,0,11,서울특별시
다사413472,221,114,107,24,12,12,24,15,9,26,12,14,45,23,22,49,22,27,0,0,0,0,0,11,서울특별시
다사413473,235,119,116,32,14,18,30,16,14,42,23,19,41,19,22,32,15,17,0,0,0,0,0,11,서울특별시
다사413474,142,74,68,15,8,7,25,12,13,27,14,13,19,12,7,20,11,9,0,0,0,0,0,11,서울특별시
다사413475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사413476,46,21,25,6,0,0,6,0,0,10,0,0,10,0,6,6,0,0,0,1,0,0,0,11,서울특별시
다사413477,351,175,176,40,19,21,49,29,20,54,29,25,63,32,31,53,23,30,0,0,0,0,0,11,서울특별시
다사413478,242,127,115,24,12,12,16,10,6,36,23,13,37,19,18,51,27,24,0,0,0,0,0,11,서울특별시
다사413479,453,220,233,60,36,24,56,30,26,65,35,30,75,32,43,77,42,35,0,0,1,0,0,11,서울특별시
다사413480,156,84,72,14,0,9,9,8,0,23,15,8,27,18,9,26,16,10,0,0,2,0,2,11,서울특별시
다사413481,410,210,200,42,20,22,46,20,26,56,34,22,76,40,36,100,51,49,0,0,0,0,0,11,서울특별시
다사413482,85,46,39,8,6,0,10,0,6,8,0,0,15,9,6,13,6,7,0,0,1,0,0,11,서울특별시
다사413483,227,110,117,34,15,19,17,13,0,34,15,19,51,23,28,35,20,15,0,2,5,0,4,11,서울특별시
다사413484,73,32,41,8,0,7,10,7,0,9,0,0,14,6,8,13,6,7,0,1,4,0,1,11,서울특별시
다사413485,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414456,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414459,244,121,123,15,9,6,44,21,23,51,27,24,26,11,15,24,8,16,0,0,0,0,0,11,서울특별시
다사414460,394,191,203,47,23,24,66,34,32,68,33,35,68,37,31,31,17,14,0,2,1,0,1,11,서울특별시
다사414461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414464,407,194,213,52,28,24,40,29,11,44,19,25,74,41,33,90,42,48,0,0,0,0,1,11,서울특별시
다사414465,274,137,137,21,13,8,33,16,17,39,20,19,40,20,20,53,25,28,0,0,0,0,0,11,서울특별시
다사414466,248,114,134,30,15,15,31,16,15,32,16,16,37,16,21,57,24,33,1,0,2,0,1,11,서울특별시
다사414467,407,195,212,36,12,24,60,30,30,60,29,31,80,42,38,62,33,29,0,0,0,0,1,11,서울특별시
다사414468,385,199,186,50,28,22,48,34,14,49,21,28,66,37,29,77,37,40,0,2,2,0,2,11,서울특별시
다사414469,216,106,110,20,9,11,19,11,8,29,17,12,38,21,17,39,17,22,0,0,0,0,0,11,서울특별시
다사414470,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,서울특별시
다사414472,100,53,47,8,6,0,10,0,0,14,6,8,22,11,11,16,9,7,0,0,0,0,1,11,서울특별시
다사414473,620,305,315,64,29,35,83,38,45,107,58,49,96,49,47,76,41,35,0,0,0,0,0,11,서울특별시
다사414474,718,356,362,82,40,42,77,34,43,162,81,81,111,54,57,80,37,43,0,0,0,0,0,11,서울특별시
다사414475,206,97,109,24,15,9,33,14,19,45,22,23,26,12,14,23,10,13,0,0,0,0,0,11,서울특별시
다사414476,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사414477,476,250,226,59,26,33,90,54,36,75,38,37,81,50,31,69,37,32,0,0,0,0,0,11,서울특별시
다사414478,441,232,209,54,26,28,70,42,28,64,40,24,81,39,42,84,44,40,0,2,0,0,1,11,서울특별시
다사414479,420,215,205,38,19,19,45,23,22,53,25,28,85,54,31,74,34,40,0,0,2,0,0,11,서울특별시
다사414480,215,117,98,10,0,7,35,21,14,29,21,8,43,21,22,47,23,24,1,1,3,0,2,11,서울특별시
다사414481,245,129,116,24,16,8,31,21,10,30,16,14,48,25,23,59,26,33,0,1,4,0,2,11,서울특별시
다사414482,181,87,94,17,6,11,24,17,7,21,9,12,34,16,18,41,18,23,0,2,5,0,2,11,서울특별시
다사414483,317,151,166,35,15,20,85,41,44,53,24,29,40,18,22,43,21,22,0,1,3,0,0,11,서울특별시
다사415451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415459,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415460,336,156,180,41,18,23,27,12,15,48,21,27,67,35,32,65,29,36,0,2,1,0,1,11,서울특별시
다사415461,304,154,150,55,28,27,21,10,11,51,21,30,70,38,32,36,17,19,0,1,0,0,0,11,서울특별시
다사415462,354,166,188,66,33,33,28,14,14,46,21,25,91,42,49,41,16,25,0,0,0,0,1,11,서울특별시
다사415463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사415464,244,122,122,26,15,11,22,11,11,33,18,15,52,27,25,46,22,24,0,0,0,0,0,11,서울특별시
다사415465,272,136,136,41,18,23,36,16,20,23,12,11,55,35,20,57,25,32,1,0,0,0,2,11,서울특별시
다사415466,233,113,120,34,19,15,38,18,20,23,12,11,45,27,18,44,21,23,0,1,0,0,0,11,서울특별시
다사415467,183,90,93,22,13,9,20,9,11,22,11,11,35,19,16,40,20,20,0,0,0,0,0,11,서울특별시
다사415468,59,28,31,9,6,0,9,0,0,7,0,0,9,0,7,14,9,0,0,0,0,0,0,11,서울특별시
다사415469,203,100,103,22,11,11,19,8,11,33,19,14,29,12,17,31,13,18,1,0,0,0,0,11,서울특별시
다사415470,346,170,176,41,23,18,45,23,22,45,22,23,54,26,28,52,22,30,0,0,2,0,1,11,서울특별시
다사415471,463,223,240,67,30,37,46,24,22,76,35,41,69,30,39,75,38,37,0,0,1,0,0,11,서울특별시
다사415472,829,412,417,110,64,46,75,34,41,135,71,64,138,66,72,131,62,69,0,0,0,0,0,11,서울특별시
다사415473,398,198,200,41,23,18,58,32,26,56,27,29,66,33,33,71,37,34,1,0,0,0,2,11,서울특별시
다사415474,306,161,145,24,9,15,52,30,22,53,29,24,44,26,18,49,22,27,1,0,0,0,2,11,서울특별시
다사415475,341,175,166,33,18,15,59,31,28,57,31,26,53,23,30,42,19,23,0,0,0,0,0,11,서울특별시
다사415476,107,51,56,7,0,0,12,6,6,16,11,0,15,6,9,28,13,15,0,0,0,0,0,11,서울특별시
다사415477,483,235,248,47,24,23,65,30,35,100,52,48,80,38,42,71,30,41,0,0,0,0,0,11,서울특별시
다사415478,399,214,185,56,29,27,79,45,34,75,45,30,55,30,25,69,34,35,0,0,0,0,0,11,서울특별시
다사415479,162,73,89,31,14,17,38,17,21,28,14,14,19,10,9,12,0,8,1,0,1,0,1,11,서울특별시
다사415480,54,29,25,0,0,0,0,0,0,11,0,6,9,7,0,8,0,0,0,3,1,0,1,11,서울특별시
다사415481,358,180,178,48,22,26,61,32,29,57,33,24,50,20,30,56,29,27,1,1,1,0,0,11,서울특별시
다사416452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416458,370,193,177,54,30,24,30,13,17,69,30,39,82,40,42,35,20,15,0,0,0,0,0,11,서울특별시
다사416459,520,255,265,62,32,30,28,13,15,88,36,52,102,48,54,84,38,46,0,0,0,0,0,11,서울특별시
다사416460,504,243,261,67,38,29,32,15,17,101,41,60,98,54,44,56,27,29,1,0,0,0,0,11,서울특별시
다사416461,175,86,89,26,14,12,12,7,0,32,12,20,38,19,19,22,12,10,1,0,0,0,1,11,서울특별시
다사416462,462,229,233,56,23,33,40,17,23,96,50,46,84,42,42,51,26,25,0,0,0,0,0,11,서울특별시
다사416463,145,63,82,23,6,17,8,7,0,16,8,8,28,12,16,31,15,16,0,0,0,0,0,11,서울특별시
다사416464,176,88,88,22,13,9,24,12,12,11,6,0,34,16,18,38,17,21,0,0,1,0,0,11,서울특별시
다사416465,501,230,271,69,39,30,47,20,27,66,30,36,96,43,53,82,35,47,0,0,0,0,0,11,서울특별시
다사416466,223,102,121,31,19,12,31,14,17,28,11,17,42,15,27,48,20,28,0,0,1,0,0,11,서울특별시
다사416467,779,388,391,87,49,38,92,50,42,118,60,58,138,71,67,141,68,73,0,0,0,0,2,11,서울특별시
다사416468,420,198,222,42,20,22,54,24,30,65,31,34,64,31,33,66,28,38,0,0,0,0,1,11,서울특별시
다사416469,888,431,457,101,53,48,100,50,50,141,70,71,147,65,82,137,66,71,1,0,0,0,0,11,서울특별시
다사416470,338,155,183,40,18,22,49,21,28,41,18,23,54,26,28,77,35,42,0,0,0,0,0,11,서울특별시
다사416471,219,106,113,25,14,11,21,12,9,30,15,15,42,22,20,33,15,18,0,0,2,0,0,11,서울특별시
다사416472,551,256,295,62,32,30,46,25,21,110,48,62,76,40,36,69,29,40,0,0,0,0,1,11,서울특별시
다사416473,358,161,197,37,17,20,46,21,25,66,31,35,45,22,23,50,26,24,0,1,1,0,2,11,서울특별시
다사416474,725,354,371,65,35,30,74,34,40,146,77,69,112,54,58,124,57,67,0,1,0,0,0,11,서울특별시
다사416475,652,333,319,72,40,32,90,42,48,129,70,59,98,46,52,98,48,50,2,0,1,0,1,11,서울특별시
다사416476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사416477,276,149,127,28,14,14,31,18,13,35,25,10,59,29,30,57,33,24,0,1,1,0,2,11,서울특별시
다사416478,245,126,119,69,23,46,50,26,24,28,19,9,26,16,10,29,15,14,1,3,8,0,0,11,서울특별시
다사416479,555,295,260,151,57,94,197,122,75,57,29,28,40,22,18,62,38,24,0,0,2,0,0,11,서울특별시
다사417453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사417454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사417455,279,139,140,28,14,14,35,17,18,46,25,21,47,22,25,37,16,21,0,0,0,0,0,11,서울특별시
다사417456,445,223,222,52,28,24,80,38,42,74,41,33,65,28,37,71,41,30,0,0,0,0,1,11,서울특별시
다사417457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사417458,304,131,173,24,15,9,26,6,20,52,23,29,40,16,24,60,24,36,0,0,0,0,0,11,서울특별시
다사417459,152,76,76,22,11,11,11,6,0,18,9,9,28,14,14,35,15,20,0,0,0,0,0,11,서울특별시
다사417460,354,171,183,51,24,27,25,11,14,54,23,31,89,45,44,50,26,24,0,1,0,0,0,11,서울특별시
다사417461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사417462,130,70,60,20,9,11,10,0,8,31,18,13,31,17,14,7,0,0,0,0,0,0,0,11,서울특별시
다사417463,338,157,181,37,22,15,23,13,10,64,27,37,63,35,28,35,16,19,0,0,0,0,1,11,서울특별시
다사417464,344,172,172,32,13,19,77,39,38,55,30,25,31,13,18,55,25,30,0,1,2,0,0,11,서울특별시
다사417465,400,190,210,32,13,19,76,35,41,63,36,27,56,24,32,55,27,28,0,2,3,0,2,11,서울특별시
다사417466,72,37,35,6,0,0,9,0,6,7,0,0,13,0,8,15,11,0,0,1,0,0,4,11,서울특별시
다사417467,319,148,171,38,17,21,41,19,22,48,30,18,51,23,28,61,28,33,0,0,0,0,0,11,서울특별시
다사417468,565,274,291,72,43,29,73,39,34,66,37,29,95,38,57,102,45,57,0,0,1,0,0,11,서울특별시
다사417469,642,315,327,78,46,32,49,26,23,114,55,59,117,55,62,84,40,44,0,0,0,0,0,11,서울특별시
다사417470,643,309,334,83,50,33,72,31,41,98,46,52,127,60,67,100,53,47,0,1,1,0,0,11,서울특별시
다사417471,114,55,59,10,0,7,13,0,8,23,13,10,13,7,6,20,9,11,0,1,0,0,2,11,서울특별시
다사417472,177,84,93,21,10,11,17,8,9,16,7,9,29,14,15,48,25,23,1,0,0,0,0,11,서울특별시
다사417473,281,140,141,22,14,8,34,19,15,56,27,29,36,17,19,35,13,22,0,0,0,0,1,11,서울특별시
다사417474,602,298,304,65,39,26,70,40,30,99,50,49,81,38,43,106,51,55,0,1,1,0,2,11,서울특별시
다사417475,352,169,183,39,23,16,44,20,24,49,26,23,47,26,21,75,32,43,0,1,2,0,1,11,서울특별시
다사417476,76,35,41,7,0,0,7,0,0,9,0,6,18,8,10,19,10,9,0,0,0,0,0,11,서울특별시
다사417477,324,177,147,28,15,13,49,28,21,52,32,20,60,35,25,64,32,32,0,0,0,0,0,11,서울특별시
다사418453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사418454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사418455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사418456,1341,658,683,175,86,89,150,79,71,184,87,97,274,134,140,205,92,113,0,0,0,0,1,11,서울특별시
다사418457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,서울특별시
다사418458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사418459,41,12,29,0,0,0,12,0,8,7,0,0,6,0,0,0,0,0,0,1,0,0,0,11,서울특별시
다사418460,308,152,156,35,18,17,46,27,19,45,22,23,68,35,33,50,25,25,0,0,0,0,0,11,서울특별시
다사418461,336,174,162,42,22,20,47,30,17,49,22,27,62,31,31,47,25,22,1,0,0,0,1,11,서울특별시
다사418462,1012,475,537,138,63,75,100,43,57,188,89,99,185,85,100,106,50,56,0,0,0,0,0,11,서울특별시
다사418463,399,190,209,47,23,24,118,56,62,43,25,18,51,23,28,48,20,28,1,2,0,0,0,11,서울특별시
다사418464,542,283,259,51,28,23,75,35,40,131,69,62,67,28,39,43,23,20,0,0,0,0,0,11,서울특별시
다사418465,643,307,336,63,34,29,103,48,55,146,70,76,80,38,42,71,36,35,0,0,0,0,0,11,서울특별시
다사418466,191,95,96,17,8,9,32,16,16,32,18,14,22,13,9,19,9,10,0,2,3,0,3,11,서울특별시
다사418467,22,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,서울특별시
다사418468,317,152,165,28,15,13,34,16,18,54,28,26,51,25,26,58,27,31,1,1,6,0,1,11,서울특별시
다사418469,505,245,260,59,31,28,44,23,21,68,37,31,77,37,40,109,49,60,0,1,3,0,2,11,서울특별시
다사418470,660,337,323,79,48,31,77,41,36,94,48,46,114,58,56,130,61,69,1,1,1,0,0,11,서울특별시
다사418471,209,103,106,14,7,7,31,17,14,35,17,18,24,12,12,41,21,20,1,2,1,0,2,11,서울특별시
다사418472,520,248,272,58,28,30,54,27,27,94,45,49,73,38,35,77,31,46,0,0,0,0,3,11,서울특별시
다사418473,262,124,138,22,9,13,27,14,13,51,28,23,41,18,23,26,12,14,1,2,1,0,4,11,서울특별시
다사418474,254,119,135,26,11,15,27,16,11,44,21,23,40,20,20,45,21,24,0,2,6,0,0,11,서울특별시
다사418475,262,133,129,30,16,14,18,9,9,45,25,20,37,20,17,51,21,30,0,0,0,0,0,11,서울특별시
다사418476,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사418477,412,198,214,38,19,19,62,37,25,67,33,34,66,34,32,76,26,50,0,0,1,0,0,11,서울특별시
다사419453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사419454,77,39,38,11,0,7,8,0,0,7,6,0,15,8,7,16,7,9,0,0,0,0,0,11,서울특별시
다사419455,25,13,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사419456,29,13,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,서울특별시
다사419457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사419458,805,395,410,107,64,43,86,36,50,166,77,89,163,78,85,71,35,36,0,0,1,0,0,11,서울특별시
다사419459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사419460,297,136,161,37,20,17,41,17,24,60,31,29,40,18,22,45,22,23,0,0,0,0,0,11,서울특별시
다사419461,958,454,504,119,52,67,82,43,39,173,80,93,177,89,88,123,60,63,0,0,0,0,0,11,서울특별시
다사419462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사419463,779,377,402,75,39,36,139,72,67,118,58,60,132,62,70,99,42,57,0,0,0,0,0,11,서울특별시
다사419464,864,419,445,67,39,28,184,81,103,168,86,82,120,59,61,71,31,40,0,0,0,0,0,11,서울특별시
다사419465,601,305,296,57,34,23,109,46,63,117,63,54,86,40,46,63,31,32,0,0,0,0,0,11,서울특별시
다사419466,459,237,222,48,26,22,81,35,46,94,52,42,65,34,31,29,13,16,0,0,2,0,0,11,서울특별시
다사419467,259,132,127,25,13,12,50,24,26,43,22,21,41,21,20,37,21,16,0,0,4,0,1,11,서울특별시
다사419468,66,29,37,6,0,0,8,0,0,9,0,0,13,0,8,13,0,9,0,0,0,0,3,11,서울특별시
다사419469,490,245,245,57,27,30,59,36,23,75,45,30,81,40,41,102,42,60,0,0,0,0,0,11,서울특별시
다사419470,156,66,90,30,11,19,17,9,8,20,9,11,38,17,21,16,8,8,0,0,1,0,0,11,서울특별시
다사419471,459,215,244,50,21,29,66,34,32,58,28,30,81,37,44,71,33,38,0,2,5,0,4,11,서울특별시
다사419472,133,69,64,14,7,7,22,14,8,16,10,6,24,13,11,20,8,12,0,1,3,0,2,11,서울특별시
다사419473,405,216,189,44,17,27,43,29,14,58,39,19,64,37,27,87,38,49,0,1,0,0,2,11,서울특별시
다사419474,214,109,105,18,10,8,24,12,12,34,17,17,30,14,16,40,17,23,1,0,0,0,0,11,서울특별시
다사419475,630,310,320,62,30,32,62,35,27,114,62,52,83,40,43,122,54,68,0,0,0,0,2,11,서울특별시
다사419476,328,163,165,33,19,14,51,26,25,41,20,21,55,28,27,59,26,33,0,0,0,0,0,11,서울특별시
다사419477,182,87,95,20,9,11,18,14,0,16,8,8,35,16,19,39,18,21,0,0,0,0,0,11,서울특별시
다사420453,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420454,114,59,55,13,11,0,15,8,7,13,7,6,19,8,11,27,11,16,0,0,0,0,0,11,서울특별시
다사420455,455,212,243,43,18,25,91,44,47,70,29,41,86,42,44,42,21,21,0,0,0,0,0,11,서울특별시
다사420456,1035,484,551,95,43,52,228,119,109,213,100,113,167,81,86,62,27,35,0,1,1,0,1,11,서울특별시
다사420457,343,143,200,44,18,26,32,14,18,37,16,21,67,28,39,81,34,47,1,0,0,0,1,11,서울특별시
다사420458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사420466,690,346,344,62,30,32,148,71,77,133,70,63,101,48,53,76,38,38,0,0,0,0,0,11,서울특별시
다사420467,225,116,109,19,13,6,37,15,22,54,28,26,26,14,12,11,6,0,0,0,0,0,1,11,서울특별시
다사420468,732,350,382,114,55,59,117,52,65,111,55,56,109,48,61,97,47,50,1,0,6,0,2,11,서울특별시
다사420469,131,60,71,13,8,0,21,12,9,12,7,0,25,12,13,23,9,14,1,1,0,0,1,11,서울특별시
다사420470,494,254,240,65,37,28,85,40,45,82,47,35,75,37,38,61,25,36,0,2,1,0,0,11,서울특별시
다사420471,371,182,189,33,21,12,83,39,44,57,33,24,55,26,29,59,30,29,0,0,0,0,0,11,서울특별시
다사420472,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,서울특별시
다사420473,378,173,205,51,24,27,41,24,17,58,28,30,63,24,39,66,33,33,0,0,0,0,0,11,서울특별시
다사420474,519,255,264,68,37,31,67,32,35,72,37,35,116,54,62,82,43,39,0,0,0,0,1,11,서울특별시
다사420475,561,279,282,76,40,36,63,34,29,69,34,35,103,53,50,107,47,60,0,0,0,0,0,11,서울특별시
다사420476,265,121,144,34,16,18,40,22,18,26,12,14,37,18,19,59,28,31,0,0,0,0,2,11,서울특별시
다사420477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사421455,65,29,36,0,0,0,14,6,8,15,8,7,6,0,0,15,6,9,2,0,0,0,1,11,서울특별시
다사421456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,서울특별시
다사421457,623,278,345,51,23,28,43,29,14,65,23,42,96,42,54,172,74,98,0,0,0,0,0,11,서울특별시
