자치구별(1),자치구별(2),성별(1),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
자치구별(1),자치구별(2),성별(1),계,계,계,계,계,계,계,계,계,계,계,계,계,계,계,계
자치구별(1),자치구별(2),성별(1),소계,20세미만,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85세이상
합계,양천구,계,428236,74088,24495,27925,25816,26908,34630,37923,39964,33835,33471,26135,17953,11852,7811,5430
